Период;ID должности;Табельный номер;Город;Должность;ФИО;Месяц;Регион;Федеральный округ;Месяцев_поиска
2023-05-01;1493;2694;Партизанск;главный кредитный аналитик;Петров Р.;2023-05;Приморский край;ДФО;5
2023-01-01;1494;2695;Балашов;ведущий специалист;Селезнев Д.;2023-01;Саратовская обл.;ПФО;1
2023-02-01;1494;2695;Балашов;ведущий специалист;Селезнев Д.;2023-02;Саратовская обл.;ПФО;2
2023-03-01;1494;2695;Балашов;ведущий специалист;Селезнев Д.;2023-03;Саратовская обл.;ПФО;3
2023-04-01;1494;2695;Балашов;ведущий специалист;Селезнев Д.;2023-04;Саратовская обл.;ПФО;4
2023-05-01;1494;2695;Балашов;ведущий специалист;Селезнев Д.;2023-05;Саратовская обл.;ПФО;5
2023-01-01;1495;2696;Северск;эксперт по работе с партнерами;Иванов А.;2023-01;Томская обл.;СФО;1
2023-02-01;1495;2696;Северск;эксперт по работе с партнерами;Иванов А.;2023-02;Томская обл.;СФО;2
2023-03-01;1495;2696;Северск;эксперт по работе с партнерами;Иванов А.;2023-03;Томская обл.;СФО;3
2023-04-01;1495;2696;Северск;эксперт по работе с партнерами;Иванов А.;2023-04;Томская обл.;СФО;4
2023-05-01;1495;2696;Северск;эксперт по работе с партнерами;Иванов А.;2023-05;Томская обл.;СФО;5
2023-01-01;1496;2697;Кемь;главный специалист;Сергеев А.;2023-01;Респ. Карелия;СЗФО;1
2023-02-01;1496;2697;Кемь;главный специалист;Сергеев А.;2023-02;Респ. Карелия;СЗФО;2
2023-03-01;1496;2697;Кемь;главный специалист;Сергеев А.;2023-03;Респ. Карелия;СЗФО;3
2023-04-01;1496;2697;Кемь;главный специалист;Сергеев А.;2023-04;Респ. Карелия;СЗФО;4
2023-05-01;1496;2697;Кемь;главный специалист;Сергеев А.;2023-05;Респ. Карелия;СЗФО;5
2023-01-01;1497;2698;Дубна;старший кассир;Петров Г.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1497;2698;Дубна;старший кассир;Петров Г.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1497;2698;Дубна;старший кассир;Петров Г.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1497;2698;Дубна;старший кассир;Петров Г.;2023-04;Московская обл.;ЦФО;4
2023-05-01;1497;2698;Дубна;старший кассир;Петров Г.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1498;2699;Таксимо;главный менеджер счета;Корнеев Е.;2023-01;Респ. Бурятия;ДФО;1
2023-02-01;1498;2699;Таксимо;главный менеджер счета;Корнеев Е.;2023-02;Респ. Бурятия;ДФО;2
2023-03-01;1498;2699;Таксимо;главный менеджер счета;Корнеев Е.;2023-03;Респ. Бурятия;ДФО;3
2023-04-01;1498;2699;Таксимо;главный менеджер счета;Корнеев Е.;2023-04;Респ. Бурятия;ДФО;4
2023-05-01;1498;2699;Таксимо;главный менеджер счета;Корнеев Е.;2023-05;Респ. Бурятия;ДФО;5
2023-01-01;1499;2700;Чита;директор;Петров Г.;2023-01;Забайкальский край;ДФО;1
2023-02-01;1499;2700;Чита;директор;Петров Г.;2023-02;Забайкальский край;ДФО;2
2023-03-01;1499;2700;Чита;директор;Петров Г.;2023-03;Забайкальский край;ДФО;3
2023-04-01;1499;2700;Чита;директор;Петров Г.;2023-04;Забайкальский край;ДФО;4
2023-05-01;1499;2700;Чита;директор;Петров Г.;2023-05;Забайкальский край;ДФО;5
2023-01-01;1500;2701;Боровичи;директор;Иванов Л.;2023-01;Новгородская обл.;СЗФО;1
2023-02-01;1500;2701;Боровичи;директор;Иванов Л.;2023-02;Новгородская обл.;СЗФО;2
2023-03-01;1500;2701;Боровичи;директор;Иванов Л.;2023-03;Новгородская обл.;СЗФО;3
2023-04-01;1500;2701;Боровичи;директор;Иванов Л.;2023-04;Новгородская обл.;СЗФО;4
2023-05-01;1500;2701;Боровичи;директор;Иванов Л.;2023-05;Новгородская обл.;СЗФО;5
2023-01-01;1501;2702;Брянск;управляющий операционным офисом;Петров В.;2023-01;Брянская обл.;ЦФО;1
2023-02-01;1501;2702;Брянск;управляющий операционным офисом;Петров В.;2023-02;Брянская обл.;ЦФО;2
2023-03-01;1501;2702;Брянск;управляющий операционным офисом;Петров В.;2023-03;Брянская обл.;ЦФО;3
2023-04-01;1501;2702;Брянск;управляющий операционным офисом;Петров В.;2023-04;Брянская обл.;ЦФО;4
2023-05-01;1501;2702;Брянск;управляющий операционным офисом;Петров В.;2023-05;Брянская обл.;ЦФО;5
2023-01-01;1502;2703;Минеральные Воды;главный менеджер по привлечению корпоративных клиентов;Корнеев Ю.;2023-01;Ставропольский край;СКФО;1
2023-02-01;1502;2703;Минеральные Воды;главный менеджер по привлечению корпоративных клиентов;Корнеев Ю.;2023-02;Ставропольский край;СКФО;2
2023-03-01;1502;2703;Минеральные Воды;главный менеджер по привлечению корпоративных клиентов;Корнеев Ю.;2023-03;Ставропольский край;СКФО;3
2023-04-01;1502;2703;Минеральные Воды;главный менеджер по привлечению корпоративных клиентов;Корнеев Ю.;2023-04;Ставропольский край;СКФО;4
2023-05-01;1502;2703;Минеральные Воды;главный менеджер по привлечению корпоративных клиентов;Корнеев Ю.;2023-05;Ставропольский край;СКФО;5
2023-01-01;1503;2704;Кондопога;главный менеджер по привлечению корпоративных клиентов;Петров Ю.;2023-01;Респ. Карелия;СЗФО;1
2023-02-01;1503;2704;Кондопога;главный менеджер по привлечению корпоративных клиентов;Петров Ю.;2023-02;Респ. Карелия;СЗФО;2
2023-03-01;1503;2704;Кондопога;главный менеджер по привлечению корпоративных клиентов;Петров Ю.;2023-03;Респ. Карелия;СЗФО;3
2023-04-01;1503;2704;Кондопога;главный менеджер по привлечению корпоративных клиентов;Петров Ю.;2023-04;Респ. Карелия;СЗФО;4
2023-05-01;1503;2704;Кондопога;главный менеджер по привлечению корпоративных клиентов;Петров Ю.;2023-05;Респ. Карелия;СЗФО;5
2023-01-01;1504;2705;Новокуйбышевск;главный менеджер;Корнеев М.;2023-01;Самарская обл.;ПФО;1
2023-02-01;1504;2705;Новокуйбышевск;главный менеджер;Корнеев М.;2023-02;Самарская обл.;ПФО;2
