Период;ID должности;Табельный номер;Город;Должность;ФИО
44986;1934;3135;Ванино;главный менеджер по привлечению корпоративных клиентов;Корнеев О.
44986;1935;3136;Воркута;начальник отдела;Иванов И.
44986;1936;3137;Анадырь;главный менеджер;Иванов Е.
44986;1937;3138;Нягань;управляющий операционным офисом;Петров Н.
44986;1938;3139;Заозерск;директор по работе с крупными клиентами;Бобров А.
44986;1939;3140;Уссурийск;эксперт по работе с партнерами;Бобров Г.
44986;1940;3141;Пыть-Ях;ведущий специалист;Корнеев Ю.
44986;1941;3142;Сосногорск;эксперт по работе с партнерами;Селезнев З.
44986;1942;3143;Чернышевск;начальник отдела;Сергеев И.
44986;1943;3144;Семенов;главный специалист;Иванов А.
44986;1944;3145;Сургут;главный менеджер эквайринга;Селезнев Ю.
44986;1945;3146;Великий Новгород;главный менеджер по привлечению корпоративных клиентов;Бобров П.
44986;1946;3147;Пермь;офис-менеджер;Иванов Я.
44986;1947;3148;Верхняя Пышма;руководитель группы;Сергеев В.
44986;1948;3149;Губкин;менеджер;Бобров И.
44986;1949;3150;Артемовский;руководитель группы;Сергеев О.
44986;1950;3151;Домодедово;ведущий специалист;Иванов Я.
44986;1951;3152;Междуреченский;директор по работе с состоятельными клиентами;Сергеев И.
44986;1952;3153;Куровское;главный клиентский менеджер розничного бизнеса;Корнеев Б.
44986;1953;3154;Уяр;младший специалист;Селезнев П.
44986;1954;3155;Владикавказ;главный менеджер счета;Бобров Я.
44986;1955;3156;Радужный;руководитель группы;Иванов И.
44986;1956;3157;Анжеро-Судженск;директор;Бобров И.
44986;1957;3158;Нягань;директор по работе с состоятельными клиентами;Иванов Н.
44986;1958;3159;Калининград;эксперт по работе с партнерами;Сергеев В.
44986;1959;3160;Пушкин;главный менеджер по привлечению корпоративных клиентов;Корнеев З.
